,Gender,Customer_Type,Age,Type_of_Travel,Class,Flight_Distance,Inflight_wifi_service,Departure_Arrival_time_convenient,Ease_of_Online_booking,Gate_location,Food_and_drink,Online_boarding,Seat_comfort,Inflight_entertainment,On_board_service,Leg_room_service,Baggage_handling,Checkin_service,Inflight_service,Cleanliness,Departure_Delay_in_Minutes,Arrival_Delay_in_Minutes
210,Female,disloyal Customer,23,Business travel,Eco,948,1,1,1,3,3,1,3.0,3,4,1,3,2.0,3,3,5,7.0
211,Female,disloyal Customer,20,Business travel,Eco,1072,3,3,3,4,1,3,1.0,1,4,2,4,4.0,3,1,30,32.0
212,Male,disloyal Customer,24,Business travel,Eco,651,1,5,2,4,4,2,4.0,4,4,5,5,3.0,5,4,27,32.5
213,Female,Loyal Customer,26,Personal Travel,Eco,1121,3,4,3,2,2,3,2.0,2,3,2,4,5.0,5,2,30,30.0
214,Female,disloyal Customer,24,Business travel,Eco,399,1,2,1,3,1,1,1.0,1,4,2,4,1.5,4,1,0,0.0
215,Male,Loyal Customer,20,Personal Travel,Eco,184,1,5,1,1,2,1,2.0,2,4,2,4,5.0,5,2,0,0.0
216,Female,disloyal Customer,21,Business travel,Business,184,4,4,4,3,4,4,5.0,4,4,2,5,4.0,5,4,30,32.5
217,Female,Loyal Customer,65,Personal Travel,Eco,581,3,5,3,3,3,5,5.0,4,4,3,4,3.0,4,4,0,0.0
218,Female,Loyal Customer,18,Personal Travel,Business,158,2,5,2,5,1,2,1.0,1,3,4,4,5.0,5,1,30,32.5
219,Male,Loyal Customer,50,Business travel,Business,3477,2,2,2,2,3,4,5.0,4,4,4,4,4.0,4,3,0,0.0
220,Female,Loyal Customer,36,Business travel,Business,280,1,1,1,1,4,5,4.0,5,5,5,5,5.0,5,5,3,0.0
221,Female,Loyal Customer,53,Personal Travel,Eco,404,3,3,3,4,4,4,4.0,5,5,3,5,1.5,5,2,0,0.0
222,Male,Loyal Customer,19,Business travel,Business,2482,3,5,5,5,3,3,3.0,3,3,1,2,4.0,3,3,30,32.5
223,Female,disloyal Customer,27,Business travel,Business,1182,2,2,2,4,5,2,5.0,5,3,3,5,3.0,4,5,15,1.0
224,Male,Loyal Customer,42,Business travel,Business,3614,1,1,1,1,2,4,4.0,4,4,4,4,4.0,4,4,0,0.0
225,Female,disloyal Customer,21,Business travel,Eco,468,2,0,1,1,4,1,4.0,4,3,3,5,3.0,4,4,0,13.0
226,Female,Loyal Customer,38,Business travel,Business,2475,4,2,5,2,2,1,3.0,4,4,4,4,4.0,4,1,13,27.0
227,Male,disloyal Customer,27,Business travel,Eco,377,3,4,3,5,2,3,5.0,2,4,1,4,2.0,5,2,0,0.0
228,Male,Loyal Customer,57,Business travel,Business,1589,3,3,4,3,3,3,5.0,3,3,3,3,5.0,3,3,0,0.0
229,Male,Loyal Customer,36,Personal Travel,Eco,866,3,4,4,5,1,4,1.0,1,3,2,5,5.0,4,1,0,18.0
230,Female,Loyal Customer,47,Personal Travel,Eco,836,2,5,1,3,1,3,3.0,5,1,3,3,3.0,1,3,30,32.5
231,Female,Loyal Customer,40,Business travel,Eco,254,3,5,5,5,3,3,3.0,3,3,4,2,1.5,3,3,29,32.0
232,Female,Loyal Customer,32,Personal Travel,Eco,184,3,3,3,3,5,3,4.0,5,3,2,3,2.0,2,5,5,13.0
233,Female,disloyal Customer,22,Business travel,Business,370,5,3,5,1,2,5,2.0,2,3,5,4,4.0,5,2,30,32.5
234,Female,Loyal Customer,44,Business travel,Business,2475,2,2,2,2,3,4,5.0,4,4,5,4,5.0,4,5,18,0.0
235,Female,disloyal Customer,34,Business travel,Eco,484,4,2,4,4,1,4,1.0,1,4,5,4,1.5,4,1,0,0.0
236,Male,Loyal Customer,27,Business travel,Business,1709,2,2,2,2,4,4,4.0,4,5,5,3,3.0,5,4,0,0.0
237,Male,Loyal Customer,54,Business travel,Business,1719,4,4,4,4,3,5,4.0,4,4,4,4,3.0,4,3,4,28.0
238,Female,Loyal Customer,45,Business travel,Business,3128,3,3,3,3,3,3,2.0,4,4,4,4,3.0,4,3,30,32.5
239,Male,Loyal Customer,23,Business travel,Business,1879,1,1,2,2,1,1,1.0,1,2,5,3,2.0,3,1,0,0.0
240,Male,Loyal Customer,56,Business travel,Business,2556,4,4,4,4,4,5,4.0,4,4,4,4,3.0,4,5,30,32.5
241,Female,Loyal Customer,20,Business travel,Business,2116,1,3,3,3,1,1,1.0,1,3,3,4,3.0,4,1,0,0.0
242,Female,Loyal Customer,27,Personal Travel,Eco,770,2,4,2,4,3,2,3.0,3,3,3,4,5.0,5,3,30,32.5
243,Female,Loyal Customer,38,Personal Travel,Eco,236,2,4,2,4,2,2,2.0,2,3,3,5,5.0,5,2,30,32.5
244,Female,Loyal Customer,47,Business travel,Eco,522,4,5,5,5,3,2,1.0,4,4,4,4,2.0,4,2,30,26.0
245,Male,Loyal Customer,11,Business travel,Business,2434,1,1,2,1,5,5,5.0,5,5,5,5,5.0,5,5,0,0.0
246,Male,Loyal Customer,64,Personal Travel,Eco Plus,224,2,4,0,3,3,0,3.0,3,5,4,4,3.0,4,3,0,0.0
247,Female,Loyal Customer,17,Personal Travel,Eco,67,1,5,1,4,2,1,2.0,2,4,4,4,4.0,4,2,3,11.0
248,Female,Loyal Customer,15,Personal Travel,Eco Plus,1276,3,4,3,2,2,3,2.0,2,3,5,3,5.0,4,2,0,7.0
249,Female,Loyal Customer,57,Business travel,Eco,192,5,2,5,2,4,1,5.0,5,5,5,5,3.0,5,4,0,0.0
250,Male,Loyal Customer,34,Business travel,Business,2704,3,2,3,3,4,4,4.0,5,5,4,4,4.0,5,4,30,32.5
251,Male,Loyal Customer,45,Business travel,Business,3048,3,3,4,3,5,4,3.0,3,3,3,3,1.5,3,1,0,0.0
252,Female,Loyal Customer,12,Personal Travel,Eco Plus,290,5,5,5,3,5,5,5.0,5,3,2,5,3.0,5,5,0,0.0
253,Female,Loyal Customer,42,Business travel,Business,3739,5,5,5,5,4,4,5.0,4,4,4,4,5.0,4,3,0,0.0
254,Male,Loyal Customer,30,Personal Travel,Eco,590,4,5,4,1,2,4,2.0,2,1,2,3,4.0,5,2,0,0.0
255,Female,Loyal Customer,54,Personal Travel,Eco,1355,2,3,2,4,5,4,3.0,4,4,2,4,3.0,4,4,0,6.0
256,Male,Loyal Customer,48,Business travel,Business,2889,5,5,2,5,4,4,5.0,5,5,4,5,4.0,5,4,0,0.0
257,Female,Loyal Customer,51,Business travel,Business,2852,3,3,3,3,1,4,4.0,4,4,4,4,3.0,4,2,0,1.0
258,Female,Loyal Customer,15,Personal Travel,Eco,2565,3,4,3,2,2,3,4.0,2,2,2,3,2.0,5,2,2,0.0
259,Female,Loyal Customer,40,Business travel,Business,227,2,2,2,2,3,5,5.0,5,5,5,5,5.0,5,3,0,0.0
260,Female,Loyal Customer,51,Business travel,Eco,997,3,4,2,4,1,3,3.0,3,3,3,3,4.0,3,1,3,20.0
261,Female,disloyal Customer,41,Business travel,Eco Plus,1605,2,2,2,3,1,2,1.0,1,3,5,3,3.0,3,1,26,18.0
262,Male,disloyal Customer,23,Business travel,Eco,883,2,2,2,3,2,2,3.0,2,5,3,4,5.0,4,2,28,15.0
263,Female,Loyal Customer,27,Business travel,Eco,991,4,2,2,2,4,4,4.0,4,5,3,1,3.0,2,4,0,0.0
264,Female,Loyal Customer,18,Personal Travel,Business,867,2,1,2,4,4,2,4.0,4,4,5,3,4.0,4,4,1,6.0
265,Female,Loyal Customer,40,Business travel,Business,200,2,2,2,2,2,3,2.0,3,3,4,5,2.0,3,1,0,0.0
266,Male,Loyal Customer,70,Business travel,Business,1582,3,4,4,4,4,3,3.0,3,3,3,3,4.0,3,2,0,0.0
267,Female,Loyal Customer,29,Personal Travel,Eco,936,2,5,2,1,4,2,4.0,4,2,5,3,3.0,2,4,30,32.5
268,Male,Loyal Customer,24,Personal Travel,Eco,957,2,5,2,3,2,2,2.0,2,4,3,5,3.0,4,2,0,1.0
269,Female,Loyal Customer,35,Business travel,Eco Plus,285,5,4,4,4,5,5,5.0,5,5,3,1,3.0,2,5,0,0.0
270,Male,Loyal Customer,28,Business travel,Eco,834,2,5,2,5,2,2,2.0,2,4,1,2,3.0,3,2,0,0.0
271,Female,Loyal Customer,23,Business travel,Eco Plus,522,3,4,4,4,3,3,2.0,3,2,4,4,4.0,4,3,0,0.0
272,Male,Loyal Customer,50,Business travel,Business,2838,3,3,3,3,3,4,4.0,4,4,4,4,3.0,4,4,0,0.0
273,Male,Loyal Customer,33,Personal Travel,Eco,946,1,2,1,3,5,1,5.0,5,2,4,3,2.0,3,5,9,5.0
274,Male,Loyal Customer,55,Business travel,Business,308,4,4,4,4,5,5,5.0,4,4,4,4,3.0,4,4,14,4.0
275,Male,Loyal Customer,54,Business travel,Business,3389,4,2,5,2,2,4,4.0,4,4,4,4,3.0,4,3,30,32.5
276,Female,Loyal Customer,67,Business travel,Business,2709,3,3,3,3,4,1,3.0,5,5,5,3,4.0,5,1,0,0.0
277,Male,disloyal Customer,25,Business travel,Business,189,3,4,3,1,3,3,3.0,3,3,4,4,5.0,4,3,7,0.0
278,Male,disloyal Customer,25,Business travel,Business,277,2,4,3,4,3,3,1.0,3,1,4,3,2.0,4,3,0,0.0
279,Female,Loyal Customer,59,Personal Travel,Eco,210,4,4,4,3,1,4,4.0,1,1,4,1,4.0,1,2,0,0.0
280,Female,Loyal Customer,58,Personal Travel,Eco,280,1,4,1,1,3,5,4.0,5,5,1,5,4.0,5,4,9,32.5
281,Female,Loyal Customer,39,Personal Travel,Eco,1075,2,4,2,4,1,2,1.0,1,5,5,4,5.0,5,1,0,3.0
282,Female,Loyal Customer,47,Business travel,Business,1861,5,5,5,5,4,5,5.0,4,4,4,4,3.0,4,4,23,17.0
283,Male,Loyal Customer,65,Personal Travel,Eco,589,3,2,3,4,4,3,5.0,4,4,3,3,2.0,3,4,23,32.5
284,Female,Loyal Customer,54,Business travel,Business,945,4,4,4,4,1,3,2.0,5,5,5,5,5.0,5,1,0,19.0
285,Male,Loyal Customer,60,Business travel,Eco,173,5,3,1,1,5,5,5.0,5,1,4,5,3.0,5,5,0,4.0
286,Female,disloyal Customer,24,Business travel,Eco,692,3,3,3,4,5,3,3.0,5,4,1,3,1.5,2,5,30,31.0
287,Male,Loyal Customer,39,Business travel,Business,237,5,5,3,5,1,4,4.0,5,5,5,5,5.0,5,5,0,3.0
288,Female,disloyal Customer,20,Business travel,Eco,2475,4,4,4,2,3,4,3.0,3,5,2,4,1.5,1,3,0,0.0
289,Female,Loyal Customer,60,Business travel,Eco,628,4,2,2,2,5,2,3.0,4,4,4,4,4.0,4,5,0,0.0
290,Female,Loyal Customer,63,Personal Travel,Eco,852,3,4,3,2,2,5,4.0,5,5,3,3,5.0,5,5,12,0.0
291,Female,disloyal Customer,22,Business travel,Eco,967,2,2,2,4,5,2,5.0,5,2,3,3,2.0,3,5,12,15.0
292,Female,Loyal Customer,63,Business travel,Eco Plus,337,1,4,4,4,2,4,4.0,1,1,1,1,4.0,1,3,0,0.0
293,Male,Loyal Customer,46,Business travel,Business,164,1,1,4,1,2,4,4.0,4,4,4,5,3.0,4,3,0,0.0
294,Female,Loyal Customer,23,Business travel,Business,990,5,5,5,5,3,4,3.0,3,2,3,1,1.5,2,3,0,0.0
295,Male,disloyal Customer,21,Business travel,Eco,1282,3,3,3,4,5,3,5.0,5,3,2,3,2.0,3,5,3,4.0
296,Male,disloyal Customer,28,Business travel,Eco,694,5,4,4,5,5,4,5.0,5,3,4,4,2.0,3,5,0,0.0
297,Female,Loyal Customer,58,Business travel,Business,2475,3,3,3,3,3,5,4.0,4,4,4,4,3.0,4,4,0,0.0
298,Female,disloyal Customer,18,Business travel,Business,931,0,0,0,2,1,0,3.0,1,4,2,5,3.0,4,1,0,9.0
299,Male,Loyal Customer,46,Personal Travel,Eco,862,3,4,3,3,1,3,1.0,1,4,2,4,4.0,5,1,30,32.5
300,Female,Loyal Customer,41,Business travel,Eco,550,5,2,2,2,5,5,5.0,1,5,3,2,5.0,3,5,30,32.5
301,Male,Loyal Customer,37,Business travel,Business,3035,3,3,3,3,3,4,4.0,5,5,5,5,4.0,5,4,0,0.0
302,Male,Loyal Customer,53,Business travel,Business,1881,1,1,1,1,4,5,5.0,5,5,5,4,3.0,5,3,30,32.5
303,Female,disloyal Customer,38,Business travel,Eco,337,2,2,2,4,4,2,4.0,4,4,5,4,3.0,3,4,13,20.0
304,Female,Loyal Customer,52,Business travel,Business,2125,1,1,1,1,3,3,4.0,5,5,5,5,3.0,5,4,0,0.0
305,Female,disloyal Customer,27,Business travel,Eco,302,2,4,2,3,3,2,3.0,3,3,1,3,2.0,3,3,17,32.5
306,Female,disloyal Customer,25,Business travel,Eco Plus,861,2,0,1,3,1,1,1.0,1,3,4,4,4.0,3,1,0,0.0
307,Male,Loyal Customer,51,Business travel,Eco,404,4,1,1,1,4,4,4.0,4,3,5,1,5.0,4,4,30,32.5
308,Male,Loyal Customer,50,Personal Travel,Business,130,2,2,0,4,1,3,3.0,4,4,0,4,4.0,4,1,0,16.0
309,Female,Loyal Customer,61,Personal Travel,Eco,672,3,2,3,3,1,4,4.0,1,1,3,1,2.0,1,1,30,32.5
310,Male,Loyal Customer,53,Business travel,Business,1653,3,1,1,1,3,3,4.0,3,3,3,3,2.0,3,3,7,0.0
311,Female,Loyal Customer,33,Business travel,Eco,262,4,1,1,1,4,4,4.0,3,2,4,4,4.0,1,4,30,32.5
312,Female,Loyal Customer,51,Business travel,Business,1521,3,3,3,3,4,5,4.0,2,2,2,2,4.0,2,5,0,3.0
313,Male,Loyal Customer,33,Personal Travel,Eco,562,1,5,1,2,1,1,1.0,1,3,5,5,1.5,3,1,0,0.0
314,Male,Loyal Customer,58,Personal Travel,Eco,214,1,0,1,5,3,1,3.0,3,5,4,4,5.0,5,3,6,4.0
315,Female,disloyal Customer,37,Business travel,Eco,228,2,0,2,2,4,2,4.0,4,2,2,1,1.5,3,4,30,32.5
316,Female,Loyal Customer,27,Business travel,Business,1716,2,1,1,1,2,2,2.0,2,3,2,4,3.0,3,2,0,0.0
317,Male,Loyal Customer,18,Personal Travel,Eco,409,1,4,2,2,5,2,5.0,5,5,2,4,4.0,4,5,10,9.0
318,Female,disloyal Customer,39,Business travel,Business,369,1,1,1,5,1,1,1.0,1,1,5,1,2.0,3,1,0,0.0
319,Male,Loyal Customer,34,Personal Travel,Eco,337,3,5,3,1,2,3,2.0,2,5,3,5,4.0,4,2,0,0.0
320,Female,Loyal Customer,38,Business travel,Business,3174,2,2,2,2,2,4,4.0,5,5,5,5,3.0,5,5,0,0.0
321,Male,Loyal Customer,40,Personal Travel,Eco,1190,2,5,2,2,5,2,5.0,5,3,3,3,4.0,4,5,23,4.0
322,Male,disloyal Customer,39,Business travel,Eco,305,2,0,2,1,3,2,3.0,3,2,3,4,1.5,1,3,2,0.0
323,Male,Loyal Customer,32,Business travel,Business,113,4,4,4,4,4,4,5.0,4,5,3,5,4.0,4,4,0,0.0
324,Female,Loyal Customer,23,Personal Travel,Eco,1010,0,5,0,3,1,0,1.0,1,3,4,5,4.0,4,1,21,0.0
325,Male,disloyal Customer,25,Business travel,Business,526,1,0,1,4,5,1,5.0,5,4,5,5,4.0,5,5,0,16.0
326,Male,Loyal Customer,58,Personal Travel,Eco,89,2,5,0,3,5,0,5.0,5,3,1,4,4.0,4,5,0,0.0
327,Male,Loyal Customer,55,Business travel,Business,3739,4,4,4,4,4,5,4.0,5,5,5,5,5.0,5,5,2,0.0
328,Male,Loyal Customer,48,Business travel,Business,1975,3,2,2,2,5,3,2.0,3,3,3,3,2.0,3,2,0,0.0
329,Female,Loyal Customer,46,Business travel,Business,1124,5,5,5,5,3,4,5.0,3,3,4,3,4.0,3,5,3,8.0
330,Female,Loyal Customer,31,Business travel,Eco,2342,5,4,4,4,5,5,5.0,5,1,2,4,3.0,5,5,0,18.0
331,Female,disloyal Customer,35,Business travel,Business,1199,1,1,1,4,3,1,3.0,3,4,2,5,4.0,5,3,1,0.0
332,Male,disloyal Customer,20,Business travel,Eco,345,4,1,4,3,3,4,3.0,3,4,2,4,3.0,5,3,30,32.5
333,Male,Loyal Customer,40,Business travel,Eco,1102,1,3,3,3,1,1,1.0,1,2,4,3,4.0,4,1,0,0.0
334,Male,Loyal Customer,49,Business travel,Business,1794,2,2,2,2,5,5,4.0,5,5,5,5,4.0,5,3,0,0.0
335,Female,Loyal Customer,13,Personal Travel,Eco,1192,4,4,4,2,4,4,2.0,4,3,2,4,3.0,5,4,4,0.0
336,Female,Loyal Customer,47,Business travel,Business,1523,0,0,0,3,5,4,5.0,4,4,4,4,4.0,4,5,0,0.0
337,Female,Loyal Customer,37,Business travel,Business,2203,4,2,5,2,2,4,4.0,4,4,4,4,1.5,4,4,0,0.0
338,Female,Loyal Customer,52,Business travel,Business,2579,2,2,2,2,3,3,5.0,5,5,5,5,5.0,5,1,0,0.0
339,Female,Loyal Customer,26,Business travel,Business,2342,2,4,4,4,2,2,2.0,2,2,4,4,4.0,4,2,16,6.0
340,Female,Loyal Customer,27,Business travel,Business,3739,5,5,5,5,3,3,3.0,3,5,4,3,4.0,3,3,0,0.0
341,Female,Loyal Customer,44,Business travel,Business,1809,3,3,3,3,4,4,4.0,5,3,5,5,4.0,4,4,30,32.5
342,Female,Loyal Customer,27,Personal Travel,Eco,476,1,3,1,3,5,1,5.0,5,3,3,3,1.5,3,5,30,32.5
343,Male,disloyal Customer,29,Business travel,Eco,373,3,2,4,4,2,4,2.0,2,1,1,3,4.0,4,2,27,32.5
344,Female,Loyal Customer,44,Business travel,Business,235,2,2,2,2,1,4,4.0,2,2,2,2,1.5,2,3,25,32.5
345,Female,Loyal Customer,48,Business travel,Business,2115,0,4,0,4,4,4,4.0,3,3,4,4,5.0,3,5,6,0.0
346,Female,Loyal Customer,42,Business travel,Business,1774,2,2,2,2,3,1,4.0,5,5,5,5,3.0,5,5,0,0.0
347,Female,disloyal Customer,22,Business travel,Eco,588,4,0,4,3,3,4,2.0,3,2,2,2,4.0,4,3,0,0.0
348,Female,Loyal Customer,30,Personal Travel,Eco,985,1,4,1,3,1,1,1.0,1,5,4,5,4.0,4,1,0,0.0
349,Male,Loyal Customer,21,Personal Travel,Eco,1972,1,4,0,2,1,0,1.0,1,5,3,5,4.0,4,1,16,3.0
350,Female,Loyal Customer,44,Business travel,Eco Plus,696,5,1,1,1,4,5,5.0,5,5,5,5,5.0,5,3,9,0.0
351,Female,disloyal Customer,23,Business travel,Eco,927,3,3,3,3,1,3,1.0,1,5,5,5,5.0,4,1,22,8.0
352,Male,Loyal Customer,37,Business travel,Eco Plus,212,5,4,4,4,5,5,5.0,5,1,1,4,5.0,4,5,0,0.0
353,Female,Loyal Customer,22,Business travel,Eco,1076,3,4,4,4,3,2,1.0,3,4,3,3,4.0,3,3,15,13.0
354,Female,Loyal Customer,27,Business travel,Business,628,2,2,2,2,4,4,4.0,4,5,3,4,5.0,5,4,30,32.5
355,Female,Loyal Customer,41,Business travel,Eco,812,4,4,4,4,4,4,4.0,4,5,1,4,4.0,2,4,0,0.0
356,Female,Loyal Customer,36,Personal Travel,Eco,749,4,5,4,3,5,4,5.0,5,2,3,5,3.0,3,5,0,8.0
357,Female,disloyal Customer,42,Business travel,Eco Plus,212,2,2,2,4,5,2,5.0,5,3,4,4,4.0,2,5,0,0.0
358,Female,Loyal Customer,41,Business travel,Eco,156,3,5,5,5,3,3,3.0,3,1,3,3,4.0,4,3,8,6.0
359,Male,disloyal Customer,63,Business travel,Eco,406,1,0,1,4,5,1,5.0,5,1,1,1,2.0,2,5,0,3.0
360,Female,disloyal Customer,38,Business travel,Business,370,2,1,1,3,3,1,2.0,3,4,2,4,5.0,5,3,0,0.0
361,Male,Loyal Customer,19,Business travel,Business,2794,5,5,3,5,5,5,5.0,5,4,3,5,4.0,5,5,0,0.0
362,Male,Loyal Customer,34,Business travel,Eco Plus,1626,4,5,5,5,4,4,4.0,4,5,1,3,5.0,5,4,0,0.0
363,Male,Loyal Customer,11,Personal Travel,Eco,338,2,4,5,4,2,5,3.0,2,4,4,1,2.0,1,2,12,11.0
364,Female,Loyal Customer,40,Personal Travel,Eco,496,3,5,3,1,3,3,3.0,3,3,4,5,5.0,4,3,0,0.0
365,Male,Loyal Customer,23,Personal Travel,Eco,364,2,5,2,1,2,2,2.0,2,4,2,5,3.0,5,2,0,32.5
366,Female,Loyal Customer,42,Business travel,Business,1672,3,3,3,3,4,4,4.0,3,3,3,3,4.0,3,4,28,12.0
367,Male,Loyal Customer,55,Business travel,Eco,846,2,4,4,4,2,2,2.0,2,4,2,3,2.0,2,2,16,32.5
368,Female,Loyal Customer,57,Business travel,Business,3621,5,5,5,5,4,5,5.0,4,4,5,4,4.0,4,3,0,0.0
369,Female,disloyal Customer,56,Business travel,Eco,106,4,3,4,2,5,4,5.0,5,5,1,4,4.0,2,5,0,0.0
370,Female,Loyal Customer,13,Personal Travel,Business,888,2,2,2,3,4,2,4.0,4,1,4,3,3.0,3,4,7,1.0
371,Female,Loyal Customer,58,Business travel,Business,1917,0,0,0,2,4,3,1.0,3,3,3,3,2.0,3,2,0,16.0
372,Male,Loyal Customer,56,Business travel,Business,1416,1,0,0,2,2,2,2.0,1,1,0,1,4.0,1,2,30,23.0
373,Male,Loyal Customer,23,Business travel,Eco,1046,5,1,1,1,5,5,3.0,5,4,4,5,2.0,5,5,0,1.0
374,Female,disloyal Customer,38,Business travel,Eco Plus,1028,1,1,1,4,3,1,5.0,3,1,3,3,3.0,4,3,0,31.0
375,Male,Loyal Customer,65,Personal Travel,Eco,967,4,5,4,1,3,4,3.0,3,5,3,5,5.0,5,3,0,0.0
376,Male,Loyal Customer,50,Business travel,Business,331,0,1,1,2,4,5,4.0,4,4,4,4,5.0,4,5,0,0.0
377,Female,disloyal Customer,62,Business travel,Eco,983,3,3,3,4,3,3,3.0,3,3,3,4,1.5,3,3,5,0.0
378,Male,Loyal Customer,43,Personal Travel,Eco,934,2,4,2,4,3,2,3.0,3,4,2,5,4.0,5,3,0,2.0
379,Male,Loyal Customer,28,Business travel,Business,3083,5,5,3,5,5,5,5.0,5,5,4,4,3.0,4,5,9,16.0
380,Male,Loyal Customer,37,Personal Travel,Eco,481,1,2,1,3,3,1,3.0,3,3,5,4,3.0,4,3,30,32.5
381,Male,Loyal Customer,50,Business travel,Business,192,3,5,5,5,1,3,3.0,2,2,2,3,2.0,2,3,0,17.0
382,Female,Loyal Customer,40,Business travel,Business,192,5,5,2,5,5,1,2.0,5,5,5,3,3.0,5,3,0,0.0
383,Male,Loyal Customer,69,Personal Travel,Eco,853,5,1,5,2,3,5,3.0,3,4,1,2,4.0,2,3,0,0.0
384,Male,Loyal Customer,38,Personal Travel,Eco,1139,1,4,1,4,1,1,1.0,1,5,3,5,3.0,4,1,14,10.0
385,Female,Loyal Customer,37,Business travel,Business,106,2,2,2,2,4,4,2.0,5,5,5,4,3.0,5,2,0,0.0
386,Female,Loyal Customer,56,Business travel,Eco,337,2,3,3,3,5,4,3.0,2,2,2,2,4.0,2,3,0,0.0
387,Female,Loyal Customer,31,Business travel,Business,980,4,1,1,1,4,3,4.0,4,4,4,3,2.0,4,4,0,0.0
388,Female,disloyal Customer,39,Business travel,Business,1259,4,4,4,3,4,4,4.0,4,3,2,4,4.0,5,4,2,22.0
389,Female,Loyal Customer,28,Personal Travel,Eco,689,1,4,1,2,1,1,1.0,1,5,5,4,5.0,4,1,1,0.0
390,Female,Loyal Customer,32,Business travel,Business,216,1,3,1,1,5,5,5.0,5,2,3,5,5.0,5,5,0,0.0
391,Male,Loyal Customer,22,Personal Travel,Eco,262,3,3,3,2,2,3,2.0,2,1,5,3,4.0,5,2,30,11.0
392,Female,Loyal Customer,43,Personal Travel,Eco,1541,3,2,3,4,4,2,4.0,3,3,3,3,1.5,3,2,30,32.5
393,Male,Loyal Customer,25,Business travel,Eco,387,5,3,3,3,5,5,5.0,5,2,3,1,1.5,3,5,0,15.0
394,Female,Loyal Customer,42,Business travel,Eco,820,2,1,1,1,2,4,4.0,1,1,2,1,1.5,1,4,3,7.0
395,Female,disloyal Customer,22,Business travel,Eco,473,4,2,4,3,5,4,5.0,5,4,4,3,3.0,4,5,0,0.0
396,Female,disloyal Customer,48,Business travel,Eco,237,1,3,1,3,2,1,2.0,2,2,1,4,2.0,3,2,24,20.0
397,Male,Loyal Customer,48,Business travel,Business,2897,5,5,5,5,2,5,4.0,5,5,5,5,4.0,5,3,0,0.0
398,Male,disloyal Customer,20,Business travel,Business,271,0,0,0,1,1,0,1.0,1,5,4,4,4.0,4,1,0,0.0
399,Male,Loyal Customer,43,Business travel,Business,1438,2,5,5,5,2,4,4.0,2,2,2,2,4.0,2,3,0,0.0
400,Female,Loyal Customer,27,Business travel,Eco Plus,1046,4,5,5,5,4,5,4.0,4,2,4,2,4.0,2,4,30,30.0
401,Male,Loyal Customer,49,Business travel,Business,296,4,4,4,4,4,5,1.0,5,5,5,5,2.0,5,3,0,0.0
402,Male,Loyal Customer,30,Personal Travel,Eco,1119,3,4,3,4,2,3,2.0,2,3,3,4,1.5,4,2,0,0.0
403,Female,disloyal Customer,21,Business travel,Eco,854,1,1,1,4,5,1,5.0,5,4,3,4,3.0,4,5,0,5.0
404,Male,Loyal Customer,9,Personal Travel,Eco,854,2,4,2,2,1,2,1.0,1,5,3,4,5.0,5,1,30,19.0
405,Male,Loyal Customer,65,Personal Travel,Eco Plus,602,4,2,4,4,4,4,4.0,4,4,3,4,4.0,4,4,5,1.0
406,Male,Loyal Customer,58,Business travel,Business,3739,4,4,4,4,4,4,5.0,4,4,4,4,5.0,4,5,0,0.0
407,Male,Loyal Customer,44,Business travel,Eco,387,5,3,2,3,4,5,4.0,4,2,3,5,5.0,1,4,0,0.0
408,Male,disloyal Customer,10,Business travel,Eco,1036,3,2,2,4,4,2,4.0,4,1,2,4,4.0,3,4,29,27.0
409,Male,Loyal Customer,40,Personal Travel,Eco Plus,1121,2,4,2,1,5,2,5.0,5,4,3,4,3.0,4,5,0,0.0
410,Male,Loyal Customer,59,Business travel,Eco Plus,190,2,4,4,4,2,2,2.0,2,4,2,3,1.5,3,2,0,0.0
411,Male,Loyal Customer,47,Business travel,Eco,352,4,2,2,2,4,4,4.0,4,1,4,3,3.0,1,4,30,30.0
412,Female,Loyal Customer,13,Personal Travel,Eco,918,2,4,2,3,5,2,5.0,5,3,2,5,2.0,2,5,19,19.0
413,Female,disloyal Customer,30,Business travel,Business,641,2,2,2,4,1,2,1.0,1,4,2,5,4.0,4,1,0,0.0
414,Female,Loyal Customer,10,Personal Travel,Business,1416,4,4,4,3,3,4,3.0,3,2,4,3,4.0,4,3,1,0.0
415,Male,Loyal Customer,64,Personal Travel,Eco,738,1,4,1,3,3,1,3.0,3,4,4,5,3.0,5,3,18,4.0
416,Female,Loyal Customer,40,Business travel,Business,2176,2,2,4,2,5,3,5.0,3,3,4,3,3.0,3,4,0,5.0
417,Male,Loyal Customer,11,Personal Travel,Eco,366,2,5,3,2,1,3,1.0,1,1,2,2,2.0,2,1,0,0.0
418,Male,Loyal Customer,58,Business travel,Business,3169,2,5,4,5,5,4,4.0,2,2,2,2,2.0,2,1,30,32.5
419,Female,Loyal Customer,46,Business travel,Business,3452,2,2,2,2,4,4,5.0,3,3,3,3,5.0,3,4,1,0.0
420,Male,Loyal Customer,64,Business travel,Business,240,1,4,5,4,5,3,3.0,1,1,1,1,4.0,1,3,0,3.0
421,Female,Loyal Customer,57,Business travel,Eco,1091,4,4,4,4,3,5,3.0,4,4,4,4,5.0,4,3,0,0.0
422,Female,Loyal Customer,55,Business travel,Business,2227,4,3,3,3,3,4,3.0,4,4,4,4,3.0,4,1,30,32.5
